id,name,email,loan_amount,paid_amount,balance_amount,status,tenure,months_completed,default_reason
836,Michael Johnson 457,michael.johnson.457@bank.com,1660900,1660900,0,Paid,36,36,N/A
837,Saanvi Iyer,saanvi.iyer@bank.com,1551700,1551700,0,Paid,48,48,N/A
838,Emily Davis 503,emily.davis.503@bank.com,1081700,1081700,0,Paid,36,36,N/A
839,Vivaan Gupta 683,vivaan.gupta.683@bank.com,889700,518991.67,370708.33,Ongoing,12,7,N/A
840,Aditya Singh,aditya.singh@bank.com,118400,71533.33,46866.67,Ongoing,48,29,N/A
841,Priya Das,priya.das@bank.com,1673700,1673700,0,Paid,12,12,N/A
842,Rahul Mehra,rahul.mehra@bank.com,884600,626591.67,258008.32999999996,Ongoing,48,34,N/A
843,Michael Johnson 350,michael.johnson.350@bank.com,1035800,1035800,0,Paid,48,48,N/A
844,Jessica Wilson 758,jessica.wilson.758@bank.com,872300,872300,0,Paid,12,12,N/A
845,Ananya Iyer 483,ananya.iyer.483@bank.com,753200,117164.44,636035.56,Defaulted,36,7,Medical Emergency / High Bills
846,Rohan Sethi,rohan.sethi@bank.com,30500,30500,0,Paid,12,12,N/A
847,Sarah Miller 757,sarah.miller.757@bank.com,103900,39828.33,64071.67,Defaulted,48,23,Interest Rate Overrun
848,Sonal Kapoor 530,sonal.kapoor.530@bank.com,1856300,1856300,0,Paid,36,36,N/A
849,Pari Gupta 459,pari.gupta.459@bank.com,1081300,946137.5,135162.5,Ongoing,48,42,N/A
850,Reyansh Kumar,reyansh.kumar@bank.com,326400,119680.0,206720.0,Defaulted,48,22,High Debt Consolidation
851,Ananya Iyer,ananya.iyer@bank.com,1599600,1333000.0,266600.0,Ongoing,12,10,N/A
852,Ashley Moore 742,ashley.moore.742@bank.com,261400,65350.0,196050.0,Ongoing,12,3,N/A
853,Karan Oberoi,karan.oberoi@bank.com,70400,67466.67,2933.3300000000017,Ongoing,24,23,N/A
854,Saanvi Iyer 202,saanvi.iyer.202@bank.com,50800,20320.0,30480.0,Defaulted,12,6,High Debt Consolidation
855,Ashley Moore,ashley.moore@bank.com,761700,761700,0,Paid,12,12,N/A
856,Sonal Kapoor 268,sonal.kapoor.268@bank.com,348300,92880.0,255420.0,Defaulted,12,4,Business Multi-sector Failure
857,Vikram Khanna,vikram.khanna@bank.com,146700,146700,0,Paid,60,60,N/A
858,Ashley Moore,ashley.moore@bank.com,1974700,1974700,0,Paid,36,36,N/A
859,Anvi Singh,anvi.singh@bank.com,1124500,1124500,0,Paid,36,36,N/A
860,Amit Joshi,amit.joshi@bank.com,1017300,1017300,0,Paid,12,12,N/A
861,Sonal Kapoor 402,sonal.kapoor.402@bank.com,1111100,1111100,0,Paid,48,48,N/A
862,Sonal Kapoor 138,sonal.kapoor.138@bank.com,426800,64020.0,362780.0,Defaulted,48,9,Unemployment / Job Loss
863,Aadhya Reddy,aadhya.reddy@bank.com,1249500,166600.0,1082900.0,Defaulted,48,8,Unemployment / Job Loss
864,Ananya Iyer,ananya.iyer@bank.com,286900,28690.0,258210.0,Defaulted,48,6,Personal/Family Crisis
865,Rahul Mehra,rahul.mehra@bank.com,861700,861700,0,Paid,36,36,N/A
866,Zara Nair 820,zara.nair.820@bank.com,1295700,863800.0,431900.0,Ongoing,12,8,N/A
867,Amit Joshi 964,amit.joshi.964@bank.com,1558700,1558700,0,Paid,60,60,N/A
868,Arjun Verma,arjun.verma@bank.com,49500,49500,0,Paid,12,12,N/A
869,Richard Taylor,richard.taylor@bank.com,572700,572700,0,Paid,36,36,N/A
870,Jessica Wilson 210,jessica.wilson.210@bank.com,1596300,665125.0,931175.0,Ongoing,12,5,N/A
871,Krishna Murthy,krishna.murthy@bank.com,973000,973000,0,Paid,12,12,N/A
872,Ananya Iyer 342,ananya.iyer.342@bank.com,201400,201400,0,Paid,24,24,N/A
873,Rohan Sethi 729,rohan.sethi.729@bank.com,1523700,548532.0,975168.0,Defaulted,60,27,Medical Emergency / High Bills
874,Myra Patel 847,myra.patel.847@bank.com,1289600,1289600,0,Paid,48,48,N/A
875,Amit Joshi,amit.joshi@bank.com,288100,288100,0,Paid,24,24,N/A
876,James Smith 686,james.smith.686@bank.com,960700,960700,0,Paid,36,36,N/A
877,Sai Reddy 824,sai.reddy.824@bank.com,1360800,1360800,0,Paid,12,12,N/A
878,Nisha Bhatia 199,nisha.bhatia.199@bank.com,1628500,1628500,0,Paid,12,12,N/A
879,Ishaan Nair 790,ishaan.nair.790@bank.com,1653300,661320.0,991980.0,Defaulted,36,18,High Debt Consolidation
880,Krishna Murthy,krishna.murthy@bank.com,1807800,502166.67,1305633.33,Ongoing,36,10,N/A
881,Robert Williams 458,robert.williams.458@bank.com,68000,68000,0,Paid,48,48,N/A
882,Robert Williams 540,robert.williams.540@bank.com,1551600,1551600,0,Paid,36,36,N/A
883,Vihaan Patel 797,vihaan.patel.797@bank.com,1787200,1563800.0,223400.0,Ongoing,24,21,N/A
884,Robert Williams,robert.williams@bank.com,1089700,158914.58,930785.42,Ongoing,48,7,N/A
885,Karan Oberoi 852,karan.oberoi.852@bank.com,1887900,1887900,0,Paid,12,12,N/A
886,Sarah Miller 471,sarah.miller.471@bank.com,166900,166900,0,Paid,36,36,N/A
887,Aarav Sharma 645,aarav.sharma.645@bank.com,1180100,1180100,0,Paid,24,24,N/A
888,Priya Das,priya.das@bank.com,363600,363600,0,Paid,48,48,N/A
889,Inaya Murthy,inaya.murthy@bank.com,1808000,1808000,0,Paid,36,36,N/A
890,Shanaya Kumar 172,shanaya.kumar.172@bank.com,1582500,1582500,0,Paid,60,60,N/A
891,Rohan Sethi,rohan.sethi@bank.com,32500,32500,0,Paid,48,48,N/A
892,Rohan Sethi 541,rohan.sethi.541@bank.com,1559300,1559300,0,Paid,60,60,N/A
893,Myra Patel,myra.patel@bank.com,827400,827400,0,Paid,12,12,N/A
894,Priya Das 860,priya.das.860@bank.com,583300,583300,0,Paid,48,48,N/A
895,Diya Sharma 500,diya.sharma.500@bank.com,1747100,1747100,0,Paid,12,12,N/A
896,Reyansh Kumar 447,reyansh.kumar.447@bank.com,50200,50200,0,Paid,12,12,N/A
897,Diya Sharma 335,diya.sharma.335@bank.com,1183100,1183100,0,Paid,60,60,N/A
898,Pari Gupta 207,pari.gupta.207@bank.com,852800,852800,0,Paid,12,12,N/A
899,Deepak Malhotra 708,deepak.malhotra.708@bank.com,246400,32853.33,213546.66999999998,Defaulted,12,2,Interest Rate Overrun
900,Shanaya Kumar,shanaya.kumar@bank.com,479300,119825.0,359475.0,Ongoing,12,3,N/A
901,Diya Sharma 492,diya.sharma.492@bank.com,1488300,1488300,0,Paid,48,48,N/A
902,Sarah Miller 913,sarah.miller.913@bank.com,1211000,1211000,0,Paid,60,60,N/A
903,Jessica Wilson,jessica.wilson@bank.com,1776600,1776600,0,Paid,36,36,N/A
904,Arjun Verma 265,arjun.verma.265@bank.com,180200,180200,0,Paid,36,36,N/A
905,Pari Gupta 394,pari.gupta.394@bank.com,221600,221600,0,Paid,48,48,N/A
906,James Smith 933,james.smith.933@bank.com,525300,525300,0,Paid,48,48,N/A
907,Deepak Malhotra 834,deepak.malhotra.834@bank.com,107400,107400,0,Paid,36,36,N/A
908,Robert Williams 917,robert.williams.917@bank.com,498400,498400,0,Paid,48,48,N/A
909,Ishaan Nair,ishaan.nair@bank.com,514300,514300,0,Paid,48,48,N/A
910,Jessica Wilson,jessica.wilson@bank.com,238100,238100,0,Paid,48,48,N/A
911,Saanvi Iyer,saanvi.iyer@bank.com,466800,466800,0,Paid,36,36,N/A
912,Jessica Wilson,jessica.wilson@bank.com,614900,614900,0,Paid,12,12,N/A
913,Aditya Singh 868,aditya.singh.868@bank.com,1176400,718911.11,457488.89,Ongoing,36,22,N/A
914,Rahul Mehra,rahul.mehra@bank.com,1474800,1474800,0,Paid,36,36,N/A
915,Sarah Miller 103,sarah.miller.103@bank.com,178900,31804.44,147095.56,Defaulted,36,8,Unemployment / Job Loss
916,Jessica Wilson,jessica.wilson@bank.com,351400,351400,0,Paid,48,48,N/A
917,Aditya Singh 101,aditya.singh.101@bank.com,553700,369133.33,184566.66999999998,Ongoing,36,24,N/A
918,Amit Joshi,amit.joshi@bank.com,495600,495600,0,Paid,24,24,N/A
919,Rohan Sethi 643,rohan.sethi.643@bank.com,981500,981500,0,Paid,24,24,N/A
920,Saanvi Iyer 508,saanvi.iyer.508@bank.com,276600,276600,0,Paid,12,12,N/A
921,Richard Taylor 399,richard.taylor.399@bank.com,536300,185917.33,350382.67000000004,Defaulted,60,26,Unemployment / Job Loss
922,Vikram Khanna,vikram.khanna@bank.com,70500,3916.67,66583.33,Ongoing,36,2,N/A
923,Aarav Sharma 383,aarav.sharma.383@bank.com,1955600,814833.33,1140766.67,Ongoing,36,15,N/A
924,Ananya Iyer,ananya.iyer@bank.com,1632600,1632600,0,Paid,60,60,N/A
925,Shanaya Kumar 956,shanaya.kumar.956@bank.com,841600,140266.67,701333.33,Defaulted,24,5,Personal/Family Crisis
926,Vikram Khanna 226,vikram.khanna.226@bank.com,588200,147050.0,441150.0,Ongoing,12,3,N/A
927,Anvi Singh 601,anvi.singh.601@bank.com,734400,65280.0,669120.0,Defaulted,36,4,Personal/Family Crisis
928,Ashley Moore 657,ashley.moore.657@bank.com,1776400,370083.33,1406316.67,Ongoing,24,5,N/A
929,James Smith 441,james.smith.441@bank.com,485100,485100,0,Paid,60,60,N/A
930,Diya Sharma,diya.sharma@bank.com,112500,112500,0,Paid,12,12,N/A
931,Myra Patel,myra.patel@bank.com,1169300,1130323.33,38976.669999999925,Ongoing,60,58,N/A
932,Jessica Wilson 923,jessica.wilson.923@bank.com,1822300,1822300,0,Paid,60,60,N/A
933,Shanaya Kumar,shanaya.kumar@bank.com,1590800,1590800,0,Paid,24,24,N/A
934,Arjun Verma 293,arjun.verma.293@bank.com,120300,112280.0,8020.0,Ongoing,60,56,N/A
935,James Smith 467,james.smith.467@bank.com,1654700,1654700,0,Paid,24,24,N/A
936,Ananya Iyer 820,ananya.iyer.820@bank.com,804400,804400,0,Paid,24,24,N/A
937,Deepak Malhotra 699,deepak.malhotra.699@bank.com,166700,22226.67,144473.33000000002,Defaulted,12,2,Medical Emergency / High Bills
938,Priya Das 696,priya.das.696@bank.com,1271300,1271300,0,Paid,48,48,N/A
939,Ishaan Nair 181,ishaan.nair.181@bank.com,1260200,1260200,0,Paid,12,12,N/A
940,Aditya Singh 305,aditya.singh.305@bank.com,1200400,675225.0,525175.0,Ongoing,48,27,N/A
941,Aarav Sharma 646,aarav.sharma.646@bank.com,1248400,1248400,0,Paid,12,12,N/A
942,Emily Davis,emily.davis@bank.com,705200,705200,0,Paid,60,60,N/A
943,Shanaya Kumar,shanaya.kumar@bank.com,294500,294500,0,Paid,36,36,N/A
944,Jennifer Taylor 435,jennifer.taylor.435@bank.com,1866600,1866600,0,Paid,12,12,N/A
945,Krishna Murthy 268,krishna.murthy.268@bank.com,1224300,1224300,0,Paid,48,48,N/A
946,Saanvi Iyer,saanvi.iyer@bank.com,490400,490400,0,Paid,24,24,N/A
947,Anvi Singh 285,anvi.singh.285@bank.com,1495100,1495100,0,Paid,24,24,N/A
948,Aadhya Reddy,aadhya.reddy@bank.com,1399500,1399500,0,Paid,12,12,N/A
949,Emily Davis 891,emily.davis.891@bank.com,1884900,1570750.0,314150.0,Ongoing,12,10,N/A
950,Sai Reddy,sai.reddy@bank.com,1103100,1103100,0,Paid,48,48,N/A
951,Richard Taylor 681,richard.taylor.681@bank.com,1975700,65856.67,1909843.33,Defaulted,24,1,Interest Rate Overrun
952,Rahul Mehra 888,rahul.mehra.888@bank.com,1491700,1491700,0,Paid,24,24,N/A
953,Jennifer Taylor,jennifer.taylor@bank.com,656800,656800,0,Paid,48,48,N/A
954,Ananya Iyer,ananya.iyer@bank.com,1156700,1156700,0,Paid,60,60,N/A
955,Inaya Murthy,inaya.murthy@bank.com,1690600,704416.67,986183.33,Ongoing,12,5,N/A
956,Aarav Sharma,aarav.sharma@bank.com,1874000,1874000,0,Paid,60,60,N/A
957,Shweta Aggarwal 232,shweta.aggarwal.232@bank.com,901600,160284.44,741315.56,Defaulted,36,8,Personal/Family Crisis
958,Saanvi Iyer 280,saanvi.iyer.280@bank.com,910900,910900,0,Paid,36,36,N/A
959,James Smith 307,james.smith.307@bank.com,65000,65000,0,Paid,60,60,N/A
960,Saanvi Iyer 673,saanvi.iyer.673@bank.com,1318900,1318900,0,Paid,24,24,N/A
961,Reyansh Kumar 331,reyansh.kumar.331@bank.com,1359800,1359800,0,Paid,60,60,N/A
962,Emily Davis 555,emily.davis.555@bank.com,1537200,1537200,0,Paid,24,24,N/A
963,Aditya Singh 171,aditya.singh.171@bank.com,1839500,1839500,0,Paid,60,60,N/A
964,Rahul Mehra,rahul.mehra@bank.com,606200,606200,0,Paid,24,24,N/A
965,Vikram Khanna 731,vikram.khanna.731@bank.com,1298600,1298600,0,Paid,24,24,N/A
966,Arjun Verma 247,arjun.verma.247@bank.com,806800,53786.67,753013.33,Ongoing,60,4,N/A
967,Rahul Mehra 587,rahul.mehra.587@bank.com,845100,845100,0,Paid,60,60,N/A
968,Reyansh Kumar 175,reyansh.kumar.175@bank.com,361200,361200,0,Paid,36,36,N/A
969,Arjun Verma 298,arjun.verma.298@bank.com,1069600,1069600,0,Paid,36,36,N/A
970,Jennifer Taylor 308,jennifer.taylor.308@bank.com,385000,385000,0,Paid,36,36,N/A
971,Arjun Verma,arjun.verma@bank.com,1687400,674960.0,1012440.0,Defaulted,48,24,Medical Emergency / High Bills
972,Pari Gupta 602,pari.gupta.602@bank.com,881500,881500,0,Paid,12,12,N/A
973,Arjun Verma,arjun.verma@bank.com,700400,700400,0,Paid,48,48,N/A
974,Amit Joshi,amit.joshi@bank.com,213000,79875.0,133125.0,Ongoing,24,9,N/A
975,Priya Das,priya.das@bank.com,182500,182500,0,Paid,12,12,N/A
976,David Brown 553,david.brown.553@bank.com,1114700,1114700,0,Paid,36,36,N/A
977,Anvi Singh 931,anvi.singh.931@bank.com,695600,695600,0,Paid,12,12,N/A
978,Michael Johnson,michael.johnson@bank.com,1607600,71448.89,1536151.11,Defaulted,36,2,Medical Emergency / High Bills
979,Anvi Singh 230,anvi.singh.230@bank.com,1283000,1283000,0,Paid,60,60,N/A
980,Rahul Mehra,rahul.mehra@bank.com,1540500,1540500,0,Paid,48,48,N/A
981,Rahul Mehra,rahul.mehra@bank.com,269300,269300,0,Paid,36,36,N/A
982,Vihaan Patel,vihaan.patel@bank.com,75500,75500,0,Paid,60,60,N/A
983,Pari Gupta 819,pari.gupta.819@bank.com,1005500,188531.25,816968.75,Ongoing,48,9,N/A
984,Michael Johnson,michael.johnson@bank.com,1713600,114240.0,1599360.0,Defaulted,36,3,Unemployment / Job Loss
985,Zara Nair,zara.nair@bank.com,212600,212600,0,Paid,12,12,N/A
986,Ashley Moore,ashley.moore@bank.com,1288200,1288200,0,Paid,36,36,N/A
987,Myra Patel 285,myra.patel.285@bank.com,1107500,1107500,0,Paid,36,36,N/A
988,Reyansh Kumar 146,reyansh.kumar.146@bank.com,1386600,499176.0,887424.0,Defaulted,60,27,Medical Emergency / High Bills
989,Vivaan Gupta 182,vivaan.gupta.182@bank.com,690400,690400,0,Paid,48,48,N/A
990,David Brown,david.brown@bank.com,1381700,1381700,0,Paid,48,48,N/A
991,Aaryan Iyer 767,aaryan.iyer.767@bank.com,555400,555400,0,Paid,24,24,N/A
992,Rahul Mehra 906,rahul.mehra.906@bank.com,712700,665186.67,47513.32999999996,Ongoing,60,56,N/A
993,Shweta Aggarwal 177,shweta.aggarwal.177@bank.com,18600,13950.0,4650.0,Ongoing,12,9,N/A
994,Priya Das 967,priya.das.967@bank.com,1430500,1281489.58,149010.41999999993,Ongoing,48,43,N/A
995,Reyansh Kumar,reyansh.kumar@bank.com,1536100,1203278.33,332821.6699999999,Ongoing,60,47,N/A
996,Richard Taylor 712,richard.taylor.712@bank.com,1618500,1213875.0,404625.0,Ongoing,48,36,N/A
997,Pari Gupta 833,pari.gupta.833@bank.com,1757400,1757400,0,Paid,36,36,N/A
998,Vikram Khanna,vikram.khanna@bank.com,1876300,667128.89,1209171.1099999999,Defaulted,36,16,Unemployment / Job Loss
999,Rohan Sethi,rohan.sethi@bank.com,744500,744500,0,Paid,24,24,N/A
1000,Shanaya Kumar 264,shanaya.kumar.264@bank.com,1687100,1687100,0,Paid,48,48,N/A
1001,Vivaan Gupta,vivaan.gupta@bank.com,1952400,732150.0,1220250.0,Ongoing,48,18,N/A
1002,Shweta Aggarwal 907,shweta.aggarwal.907@bank.com,825200,220053.33,605146.67,Defaulted,36,12,Medical Emergency / High Bills
1003,Ananya Iyer 767,ananya.iyer.767@bank.com,600400,600400,0,Paid,24,24,N/A
1004,Ashley Moore,ashley.moore@bank.com,20700,20700,0,Paid,60,60,N/A
1005,James Smith 970,james.smith.970@bank.com,224400,224400,0,Paid,12,12,N/A
1006,Aarav Sharma,aarav.sharma@bank.com,846700,846700,0,Paid,12,12,N/A
1007,Aarav Sharma,aarav.sharma@bank.com,1452100,1452100,0,Paid,24,24,N/A
1008,Diya Sharma 817,diya.sharma.817@bank.com,1268600,1268600,0,Paid,24,24,N/A
1009,Krishna Murthy,krishna.murthy@bank.com,1751800,1751800,0,Paid,12,12,N/A
1010,Rohan Sethi,rohan.sethi@bank.com,1761100,1100687.5,660412.5,Ongoing,48,30,N/A
1011,Sonal Kapoor,sonal.kapoor@bank.com,1508400,1508400,0,Paid,60,60,N/A
1012,Robert Williams 137,robert.williams.137@bank.com,1353200,1353200,0,Paid,48,48,N/A
1013,Vikram Khanna 506,vikram.khanna.506@bank.com,322100,75156.67,246943.33000000002,Defaulted,48,14,High Debt Consolidation
1014,Jessica Wilson,jessica.wilson@bank.com,381800,67875.56,313924.44,Defaulted,36,8,Interest Rate Overrun
1015,Anvi Singh 639,anvi.singh.639@bank.com,168800,9002.67,159797.33,Defaulted,60,4,High Debt Consolidation
1016,Robert Williams 980,robert.williams.980@bank.com,1635000,1635000,0,Paid,12,12,N/A
1017,Saanvi Iyer,saanvi.iyer@bank.com,1108800,184800.0,924000.0,Defaulted,24,5,Business Multi-sector Failure
1018,Amit Joshi,amit.joshi@bank.com,765200,765200,0,Paid,48,48,N/A
1019,Pari Gupta 829,pari.gupta.829@bank.com,1039700,1039700,0,Paid,48,48,N/A
1020,Vikram Khanna 767,vikram.khanna.767@bank.com,1532900,1532900,0,Paid,48,48,N/A
1021,Arjun Verma 949,arjun.verma.949@bank.com,259700,259700,0,Paid,60,60,N/A
1022,Inaya Murthy 368,inaya.murthy.368@bank.com,1944600,1944600,0,Paid,60,60,N/A
1023,Sai Reddy,sai.reddy@bank.com,608800,608800,0,Paid,60,60,N/A
1024,Reyansh Kumar 159,reyansh.kumar.159@bank.com,1911100,1911100,0,Paid,24,24,N/A
1025,Diya Sharma 950,diya.sharma.950@bank.com,521100,182385.0,338715.0,Ongoing,60,21,N/A
1026,Deepak Malhotra,deepak.malhotra@bank.com,367800,291175.0,76625.0,Ongoing,48,38,N/A
1027,Zara Nair 287,zara.nair.287@bank.com,1991700,1991700,0,Paid,36,36,N/A
1028,Karan Oberoi,karan.oberoi@bank.com,373600,373600,0,Paid,12,12,N/A
1029,James Smith 675,james.smith.675@bank.com,373100,373100,0,Paid,24,24,N/A
1030,Sai Reddy 294,sai.reddy.294@bank.com,464400,464400,0,Paid,36,36,N/A
1031,Reyansh Kumar,reyansh.kumar@bank.com,1994000,1994000,0,Paid,36,36,N/A
1032,Arjun Verma 841,arjun.verma.841@bank.com,1229000,1229000,0,Paid,36,36,N/A
1033,Aaryan Iyer 177,aaryan.iyer.177@bank.com,1152600,1152600,0,Paid,36,36,N/A
1034,Deepak Malhotra,deepak.malhotra@bank.com,1122500,1122500,0,Paid,48,48,N/A
1035,Rahul Mehra 132,rahul.mehra.132@bank.com,31100,31100,0,Paid,36,36,N/A
1036,Sarah Miller 576,sarah.miller.576@bank.com,487900,487900,0,Paid,36,36,N/A
1037,Shanaya Kumar 617,shanaya.kumar.617@bank.com,750300,750300,0,Paid,12,12,N/A
1038,Vihaan Patel 439,vihaan.patel.439@bank.com,419500,419500,0,Paid,24,24,N/A
1039,Sarah Miller 653,sarah.miller.653@bank.com,1642800,1300550.0,342250.0,Ongoing,48,38,N/A
1040,Shweta Aggarwal,shweta.aggarwal@bank.com,999000,999000,0,Paid,36,36,N/A
1041,Vihaan Patel 930,vihaan.patel.930@bank.com,828400,202497.78,625902.22,Defaulted,36,11,High Debt Consolidation
1042,Anvi Singh,anvi.singh@bank.com,266500,266500,0,Paid,48,48,N/A
1043,Richard Taylor,richard.taylor@bank.com,1543100,1543100,0,Paid,48,48,N/A
1044,Ishaan Nair 769,ishaan.nair.769@bank.com,1953300,1953300,0,Paid,60,60,N/A
1045,Aadhya Reddy 838,aadhya.reddy.838@bank.com,37200,37200,0,Paid,36,36,N/A
1046,David Brown 722,david.brown.722@bank.com,276000,276000,0,Paid,48,48,N/A
1047,Rohan Sethi,rohan.sethi@bank.com,599500,289758.33,309741.67,Ongoing,60,29,N/A
1048,Emily Davis 103,emily.davis.103@bank.com,854400,341760.0,512640.0,Defaulted,24,12,High Debt Consolidation
1049,Myra Patel,myra.patel@bank.com,1489300,119144.0,1370156.0,Defaulted,60,6,Business Multi-sector Failure
1050,Karan Oberoi 316,karan.oberoi.316@bank.com,1286700,643350.0,643350.0,Ongoing,36,18,N/A
1051,James Smith,james.smith@bank.com,1222700,489080.0,733620.0,Defaulted,12,6,Unemployment / Job Loss
1052,Ashley Moore,ashley.moore@bank.com,1634600,1634600,0,Paid,24,24,N/A
1053,Vihaan Patel,vihaan.patel@bank.com,1968900,1968900,0,Paid,24,24,N/A
1054,Rahul Mehra 885,rahul.mehra.885@bank.com,1730400,1730400,0,Paid,36,36,N/A
1055,Aaryan Iyer 362,aaryan.iyer.362@bank.com,751000,751000,0,Paid,12,12,N/A
1056,Shanaya Kumar 717,shanaya.kumar.717@bank.com,633800,169013.33,464786.67000000004,Defaulted,24,8,High Debt Consolidation
1057,Deepak Malhotra,deepak.malhotra@bank.com,878500,878500,0,Paid,24,24,N/A
1058,Shanaya Kumar 789,shanaya.kumar.789@bank.com,895500,895500,0,Paid,24,24,N/A
1059,Rohan Sethi,rohan.sethi@bank.com,1671700,1671700,0,Paid,36,36,N/A
1060,Anvi Singh 651,anvi.singh.651@bank.com,118700,118700,0,Paid,36,36,N/A
1061,Reyansh Kumar 988,reyansh.kumar.988@bank.com,642700,80337.5,562362.5,Ongoing,24,3,N/A
1062,Inaya Murthy,inaya.murthy@bank.com,1579600,1579600,0,Paid,36,36,N/A
1063,Aarav Sharma 791,aarav.sharma.791@bank.com,1255600,1255600,0,Paid,24,24,N/A
1064,Michael Johnson,michael.johnson@bank.com,446300,446300,0,Paid,36,36,N/A
1065,Richard Taylor,richard.taylor@bank.com,456100,209045.83,247054.17,Ongoing,24,11,N/A
1066,Zara Nair,zara.nair@bank.com,1850300,308383.33,1541916.67,Defaulted,24,5,Unemployment / Job Loss
1067,Aditya Singh 167,aditya.singh.167@bank.com,467500,467500,0,Paid,36,36,N/A
1068,Rahul Mehra 458,rahul.mehra.458@bank.com,1431400,1431400,0,Paid,24,24,N/A
1069,Nisha Bhatia,nisha.bhatia@bank.com,1504500,50150.0,1454350.0,Ongoing,60,2,N/A
1070,Arjun Verma 820,arjun.verma.820@bank.com,1921600,640533.33,1281066.67,Ongoing,12,4,N/A
1071,David Brown 605,david.brown.605@bank.com,341800,56966.67,284833.33,Defaulted,48,10,Interest Rate Overrun
1072,Sonal Kapoor 992,sonal.kapoor.992@bank.com,245600,245600,0,Paid,60,60,N/A
1073,Karan Oberoi 159,karan.oberoi.159@bank.com,1162400,1162400,0,Paid,12,12,N/A
1074,Rohan Sethi 183,rohan.sethi.183@bank.com,1527600,1527600,0,Paid,24,24,N/A
1075,Zara Nair 108,zara.nair.108@bank.com,1094300,1094300,0,Paid,60,60,N/A
1076,Zara Nair,zara.nair@bank.com,1530200,1530200,0,Paid,12,12,N/A
1077,Jessica Wilson 248,jessica.wilson.248@bank.com,1525500,1525500,0,Paid,36,36,N/A
1078,Jessica Wilson,jessica.wilson@bank.com,711300,711300,0,Paid,12,12,N/A
1079,Myra Patel 952,myra.patel.952@bank.com,1182600,1182600,0,Paid,36,36,N/A
1080,Aadhya Reddy,aadhya.reddy@bank.com,646800,35933.33,610866.67,Ongoing,36,2,N/A
1081,Aaryan Iyer,aaryan.iyer@bank.com,1217300,1217300,0,Paid,60,60,N/A
1082,James Smith,james.smith@bank.com,1331200,1331200,0,Paid,36,36,N/A
1083,Aaryan Iyer,aaryan.iyer@bank.com,1819900,1819900,0,Paid,24,24,N/A
1084,Sarah Miller,sarah.miller@bank.com,1222300,1222300,0,Paid,36,36,N/A
1085,Shanaya Kumar 462,shanaya.kumar.462@bank.com,1472100,1472100,0,Paid,36,36,N/A
1086,Priya Das,priya.das@bank.com,1452000,1452000,0,Paid,24,24,N/A
1087,Shweta Aggarwal 393,shweta.aggarwal.393@bank.com,1243400,1243400,0,Paid,48,48,N/A
1088,Robert Williams 565,robert.williams.565@bank.com,1348600,1348600,0,Paid,36,36,N/A
1089,Sonal Kapoor 241,sonal.kapoor.241@bank.com,1286400,1286400,0,Paid,36,36,N/A
1090,Jessica Wilson 858,jessica.wilson.858@bank.com,708400,708400,0,Paid,12,12,N/A
1091,Pari Gupta 498,pari.gupta.498@bank.com,1640800,1640800,0,Paid,24,24,N/A
1092,Aarav Sharma 397,aarav.sharma.397@bank.com,340700,340700,0,Paid,48,48,N/A
1093,Diya Sharma,diya.sharma@bank.com,1245200,1245200,0,Paid,12,12,N/A
1094,Jennifer Taylor 554,jennifer.taylor.554@bank.com,1314500,1040645.83,273854.17000000004,Ongoing,48,38,N/A
1095,Myra Patel,myra.patel@bank.com,158100,158100,0,Paid,48,48,N/A
1096,Emily Davis 683,emily.davis.683@bank.com,1141700,1141700,0,Paid,48,48,N/A
1097,Michael Johnson 565,michael.johnson.565@bank.com,1244100,1244100,0,Paid,12,12,N/A
1098,Sonal Kapoor 827,sonal.kapoor.827@bank.com,1989200,1989200,0,Paid,24,24,N/A
1099,Shanaya Kumar 629,shanaya.kumar.629@bank.com,1656300,1656300,0,Paid,36,36,N/A
1100,Emily Davis 533,emily.davis.533@bank.com,106900,106900,0,Paid,24,24,N/A
1101,Nisha Bhatia 949,nisha.bhatia.949@bank.com,219100,219100,0,Paid,24,24,N/A
1102,Karan Oberoi 979,karan.oberoi.979@bank.com,1519500,455850.0,1063650.0,Defaulted,48,18,Unemployment / Job Loss
1103,Vihaan Patel,vihaan.patel@bank.com,1575700,1575700,0,Paid,48,48,N/A
1104,Myra Patel 995,myra.patel.995@bank.com,1499500,1499500,0,Paid,24,24,N/A
1105,Saanvi Iyer 266,saanvi.iyer.266@bank.com,1226800,1226800,0,Paid,24,24,N/A
1106,Richard Taylor 593,richard.taylor.593@bank.com,770100,770100,0,Paid,24,24,N/A
1107,Karan Oberoi 600,karan.oberoi.600@bank.com,1151900,883123.33,268776.67000000004,Ongoing,60,46,N/A
1108,Emily Davis 891,emily.davis.891@bank.com,1199600,453182.22,746417.78,Defaulted,36,17,High Debt Consolidation
1109,Emily Davis 178,emily.davis.178@bank.com,1432400,1432400,0,Paid,24,24,N/A
1110,Richard Taylor,richard.taylor@bank.com,825300,247590.0,577710.0,Defaulted,24,9,Medical Emergency / High Bills
1111,Ashley Moore 517,ashley.moore.517@bank.com,918700,918700,0,Paid,60,60,N/A
1112,Sarah Miller,sarah.miller@bank.com,1892800,1892800,0,Paid,60,60,N/A
1113,James Smith 471,james.smith.471@bank.com,371700,371700,0,Paid,36,36,N/A
